,Season,Game_ID,Game_Date,Away_Team,Home_Team,Year,Rivalry,Day_Code,Holiday,First,Last,Home_All_Stars,Away_All_Stars,Home_Market_Size,Away_Market_Size,Home_Championships,Away_Championships,Home_Playoffs,Away_Playoffs,Home_Twitter,Away_Twitter,Home_Win_Pct,Away_Win_Pct,Total_Viewers
1074,2017-18,21700074,10/27/2017,OKC,MIN,1,0,4,0,0,0,2.0,2.0,4667.0,1737.0,0.0,1.0,4.0,8.0,0.458,1.285,0.4,0.5,43436
1075,2017-18,21700071,10/27/2017,SAS,ORL,1,0,4,0,0,0,0.0,1.0,3592.0,2193.0,0.0,5.0,9.0,16.0,1.337,1.278,0.75,1.0,20302
1076,2017-18,21700076,10/27/2017,TOR,LAL,1,0,4,0,0,0,0.0,2.0,17054.0,7566.0,16.0,0.0,12.0,7.0,4.81,1.095,0.5,0.5,25157
1077,2017-18,21700075,10/27/2017,WAS,GSW,1,0,4,0,0,0,4.0,2.0,6750.0,5982.0,4.0,1.0,5.0,6.0,1.688,0.493,0.6,0.75,49605
1078,2017-18,21700078,10/28/2017,BOS,MIA,1,0,5,0,0,0,1.0,2.0,3842.0,6448.0,3.0,17.0,12.0,12.0,3.335,1.863,0.5,0.6,25019
1079,2017-18,21700077,10/28/2017,CLE,NOP,1,0,5,0,0,0,2.0,2.0,1559.0,4053.0,0.0,1.0,6.0,7.0,0.457,1.138,0.4,0.6,44665
1080,2017-18,21700084,10/28/2017,DET,LAC,1,0,5,0,0,0,0.0,1.0,17054.0,4938.0,0.0,3.0,6.0,9.0,0.93,0.518,1.0,0.6,16469
1081,2017-18,21700080,10/28/2017,HOU,MEM,1,0,5,0,0,0,0.0,1.0,1604.0,6579.0,0.0,2.0,9.0,9.0,0.549,0.985,0.8,0.833333333333,16976
1082,2017-18,21700082,10/28/2017,LAL,UTA,1,0,5,0,0,0,0.0,0.0,2505.0,17054.0,0.0,16.0,8.0,12.0,0.455,4.81,0.4,0.4,25707
1083,2017-18,21700079,10/28/2017,OKC,CHI,1,0,5,0,0,0,0.0,2.0,9474.0,1737.0,6.0,1.0,10.0,8.0,2.505,1.285,0.25,0.4,19645
1084,2017-18,21700081,10/28/2017,PHI,DAL,1,0,5,0,0,0,0.0,1.0,7090.0,7468.0,1.0,3.0,15.0,8.0,0.879,0.618,0.166666666667,0.2,24630
1085,2017-18,21700087,10/29/2017,DEN,BKN,1,0,6,0,0,0,0.0,0.0,19995.0,3921.0,0.0,0.0,9.0,10.0,0.648,0.476,0.5,0.4,10662
1086,2017-18,21700091,10/29/2017,DET,GSW,1,0,6,0,0,0,4.0,1.0,6750.0,4938.0,4.0,3.0,5.0,9.0,1.688,0.518,0.666666666667,0.666666666667,36033
1087,2017-18,21700085,10/29/2017,MIL,ATL,1,0,6,0,0,0,0.0,1.0,6032.0,2255.0,1.0,1.0,9.0,7.0,0.53,0.462,0.166666666667,0.6,23040
1088,2017-18,21700088,10/29/2017,ORL,CHA,1,0,6,0,0,0,1.0,0.0,3462.0,3592.0,0.0,0.0,5.0,9.0,0.516,1.337,0.4,0.8,11729
1089,2017-18,21700096,10/30/2017,CHA,MEM,1,0,0,0,0,0,0.0,1.0,1604.0,3462.0,0.0,0.0,9.0,5.0,0.549,0.516,0.833333333333,0.5,6064
1090,2017-18,21700098,10/30/2017,DAL,UTA,1,0,0,0,0,0,0.0,0.0,2505.0,7090.0,0.0,1.0,8.0,15.0,0.455,0.879,0.5,0.142857142857,7253
1091,2017-18,21700094,10/30/2017,DEN,NYK,1,0,0,0,0,0,1.0,0.0,19995.0,3921.0,2.0,0.0,5.0,10.0,1.393,0.476,0.4,0.5,14021
1092,2017-18,21700100,10/30/2017,GSW,LAC,1,0,0,0,0,0,0.0,4.0,17054.0,6750.0,0.0,4.0,6.0,5.0,0.93,1.688,0.8,0.571428571429,35991
1093,2017-18,21700093,10/30/2017,MIN,MIA,1,0,0,0,0,0,1.0,2.0,3842.0,4667.0,3.0,0.0,12.0,4.0,3.335,0.458,0.4,0.5,25269
1094,2017-18,21700097,10/30/2017,ORL,NOP,1,0,0,0,0,0,2.0,0.0,1559.0,3592.0,0.0,0.0,6.0,9.0,0.457,1.337,0.5,0.666666666667,9255
1095,2017-18,21700095,10/30/2017,PHI,HOU,1,0,0,0,0,0,1.0,1.0,6579.0,7468.0,2.0,3.0,9.0,8.0,0.985,0.618,0.714285714286,0.333333333333,31460
1096,2017-18,21700103,10/31/2017,OKC,MIL,1,0,1,0,0,0,1.0,2.0,2255.0,1737.0,1.0,1.0,7.0,8.0,0.462,1.285,0.666666666667,0.5,32973
1097,2017-18,21700102,10/31/2017,PHX,BKN,1,0,1,0,0,0,0.0,0.0,19995.0,4545.0,0.0,0.0,9.0,7.0,0.648,0.513,0.428571428571,0.333333333333,17947
1098,2017-18,21700101,10/31/2017,SAC,IND,1,0,1,0,0,0,1.0,0.0,2642.0,3400.0,0.0,1.0,11.0,6.0,0.716,0.459,0.5,0.166666666667,14291
1099,2017-18,21700110,11/1/2017,CHI,MIA,1,1,2,0,0,0,1.0,0.0,3842.0,9474.0,3.0,6.0,12.0,10.0,3.335,2.505,0.333333333333,0.2,6958
1100,2017-18,21700111,11/1/2017,HOU,NYK,1,0,2,0,0,0,1.0,1.0,19995.0,6579.0,2.0,2.0,5.0,9.0,1.393,0.985,0.5,0.625,15558
1101,2017-18,21700106,11/1/2017,IND,CLE,1,0,2,0,0,0,2.0,1.0,4053.0,2642.0,1.0,0.0,7.0,11.0,1.138,0.716,0.428571428571,0.571428571429,32640
1102,2017-18,21700105,11/1/2017,MIL,CHA,1,0,2,0,0,0,1.0,1.0,3462.0,2255.0,0.0,1.0,5.0,7.0,0.516,0.462,0.571428571429,0.571428571429,15226
1103,2017-18,21700112,11/1/2017,ORL,MEM,1,0,2,0,0,0,0.0,0.0,1604.0,3592.0,0.0,0.0,9.0,9.0,0.549,1.337,0.714285714286,0.714285714286,11299
1104,2017-18,21700108,11/1/2017,PHX,WAS,1,0,2,0,0,0,2.0,0.0,5982.0,4545.0,1.0,0.0,6.0,7.0,0.493,0.513,0.666666666667,0.428571428571,9631
1105,2017-18,21700115,11/1/2017,POR,UTA,1,0,2,0,0,0,0.0,1.0,2505.0,3010.0,0.0,1.0,8.0,9.0,0.455,0.576,0.571428571429,0.571428571429,13414
1106,2017-18,21700117,11/2/2017,GSW,SAS,1,0,3,0,0,0,1.0,4.0,2193.0,6750.0,5.0,4.0,16.0,5.0,1.278,1.688,0.571428571429,0.625,63202
1107,2017-18,21700118,11/2/2017,LAL,POR,1,0,3,0,0,0,1.0,0.0,3010.0,17054.0,1.0,16.0,9.0,12.0,0.576,4.81,0.5,0.428571428571,38906
1108,2017-18,21700130,11/3/2017,BKN,LAL,1,0,4,0,0,0,0.0,0.0,17054.0,19995.0,16.0,0.0,12.0,9.0,4.81,0.648,0.375,0.375,26075
1109,2017-18,21700129,11/3/2017,BOS,OKC,1,0,4,0,0,0,2.0,2.0,1737.0,6448.0,1.0,17.0,8.0,12.0,1.285,1.863,0.571428571429,0.75,45466
1110,2017-18,21700126,11/3/2017,CHA,SAS,1,0,4,0,0,0,1.0,1.0,2193.0,3462.0,5.0,0.0,16.0,5.0,1.278,0.516,0.5,0.625,11712
1111,2017-18,21700123,11/3/2017,HOU,ATL,1,0,4,0,0,0,0.0,1.0,6032.0,6579.0,1.0,2.0,9.0,9.0,0.53,0.985,0.125,0.666666666667,8961
1112,2017-18,21700121,11/3/2017,IND,PHI,1,0,4,0,0,0,1.0,1.0,7468.0,2642.0,3.0,0.0,8.0,11.0,0.618,0.716,0.5,0.625,25848
1113,2017-18,21700127,11/3/2017,MIA,DEN,1,0,4,0,0,0,0.0,1.0,3921.0,3842.0,0.0,3.0,10.0,12.0,0.476,3.335,0.5,0.428571428571,9744
1114,2017-18,21700128,11/3/2017,TOR,UTA,1,0,4,0,0,0,0.0,2.0,2505.0,7566.0,0.0,0.0,8.0,7.0,0.455,1.095,0.625,0.571428571429,8688
1115,2017-18,21700134,11/4/2017,DAL,MIN,1,0,5,0,0,0,2.0,0.0,4667.0,7090.0,0.0,1.0,4.0,15.0,0.458,0.879,0.625,0.1,14194
1116,2017-18,21700135,11/4/2017,GSW,DEN,1,0,5,0,0,0,0.0,4.0,3921.0,6750.0,0.0,4.0,10.0,5.0,0.476,1.688,0.555555555556,0.666666666667,32494
1117,2017-18,21700131,11/4/2017,MEM,LAC,1,0,5,0,0,0,0.0,0.0,17054.0,1604.0,0.0,0.0,6.0,9.0,0.93,0.549,0.714285714286,0.625,18677
1118,2017-18,21700133,11/4/2017,NOP,CHI,1,0,5,0,0,0,0.0,2.0,9474.0,1559.0,6.0,0.0,10.0,6.0,2.505,0.457,0.285714285714,0.444444444444,22054
1119,2017-18,21700132,11/4/2017,SAC,DET,1,0,5,0,0,0,1.0,0.0,4938.0,3400.0,3.0,1.0,9.0,6.0,0.518,0.459,0.666666666667,0.125,17377
1120,2017-18,21700136,11/5/2017,ATL,CLE,1,0,6,0,0,0,2.0,0.0,4053.0,6032.0,1.0,1.0,7.0,9.0,1.138,0.53,0.444444444444,0.111111111111,45369
1121,2017-18,21700138,11/5/2017,BOS,ORL,1,0,6,0,0,0,0.0,2.0,3592.0,6448.0,0.0,17.0,9.0,12.0,1.337,1.863,0.666666666667,0.777777777778,28552
1122,2017-18,21700143,11/5/2017,CHA,MIN,1,0,6,0,0,0,2.0,1.0,4667.0,3462.0,0.0,0.0,4.0,5.0,0.458,0.516,0.666666666667,0.555555555556,10662
1123,2017-18,21700142,11/5/2017,IND,NYK,1,1,6,0,0,0,1.0,1.0,19995.0,2642.0,2.0,0.0,5.0,11.0,1.393,0.716,0.5,0.555555555556,13866
1124,2017-18,21700145,11/5/2017,MEM,LAL,1,0,6,0,0,0,0.0,0.0,17054.0,1604.0,16.0,0.0,12.0,9.0,4.81,0.549,0.444444444444,0.666666666667,16479
1125,2017-18,21700137,11/5/2017,MIA,LAC,1,0,6,0,0,0,0.0,1.0,17054.0,3842.0,0.0,3.0,6.0,12.0,0.93,3.335,0.625,0.375,26935
1126,2017-18,21700144,11/5/2017,OKC,POR,1,0,6,0,0,0,1.0,2.0,3010.0,1737.0,1.0,1.0,9.0,8.0,0.576,1.285,0.555555555556,0.5,19018
1127,2017-18,21700141,11/5/2017,PHX,SAS,1,1,6,0,0,0,1.0,0.0,2193.0,4545.0,5.0,0.0,16.0,7.0,1.278,0.513,0.555555555556,0.444444444444,10640
1128,2017-18,21700140,11/5/2017,UTA,HOU,1,1,6,0,0,0,1.0,0.0,6579.0,2505.0,2.0,0.0,9.0,8.0,0.985,0.455,0.7,0.555555555556,17033
1129,2017-18,21700139,11/5/2017,WAS,TOR,1,0,6,0,0,0,2.0,1.0,7566.0,5982.0,0.0,1.0,7.0,6.0,1.095,0.493,0.625,0.5,15385
1130,2017-18,21700147,11/6/2017,BKN,PHX,1,0,0,0,0,0,0.0,0.0,4545.0,19995.0,0.0,0.0,7.0,9.0,0.513,0.648,0.4,0.333333333333,16223
1131,2017-18,21700146,11/6/2017,BOS,ATL,1,0,0,0,0,0,0.0,2.0,6032.0,6448.0,1.0,17.0,9.0,12.0,0.53,1.863,0.2,0.8,35365
1132,2017-18,21700148,11/6/2017,MIA,GSW,1,0,0,0,0,0,4.0,1.0,6750.0,3842.0,4.0,3.0,5.0,12.0,1.688,3.335,0.7,0.444444444444,31003
1133,2017-18,21700155,11/7/2017,BKN,DEN,1,0,1,0,0,0,0.0,0.0,3921.0,19995.0,0.0,0.0,10.0,9.0,0.476,0.648,0.5,0.4,4703
1134,2017-18,21700152,11/7/2017,CHA,NYK,1,0,1,0,0,0,1.0,1.0,19995.0,3462.0,2.0,0.0,5.0,5.0,1.393,0.516,0.555555555556,0.5,18905
1135,2017-18,21700153,11/7/2017,CHI,TOR,1,0,1,0,0,0,2.0,0.0,7566.0,9474.0,0.0,6.0,7.0,10.0,1.095,2.505,0.555555555556,0.25,8094
1136,2017-18,21700151,11/7/2017,DAL,WAS,1,0,1,0,0,0,2.0,0.0,5982.0,7090.0,1.0,1.0,6.0,15.0,0.493,0.879,0.555555555556,0.0909090909091,7900
1137,2017-18,21700154,11/7/2017,LAC,SAS,1,0,1,0,0,0,1.0,0.0,2193.0,17054.0,5.0,0.0,16.0,6.0,1.278,0.93,0.6,0.555555555556,16445
1138,2017-18,21700149,11/7/2017,MIL,CLE,1,0,1,0,0,0,2.0,1.0,4053.0,2255.0,1.0,1.0,7.0,7.0,1.138,0.462,0.4,0.444444444444,48917
1139,2017-18,21700150,11/7/2017,NOP,IND,1,0,1,0,0,0,1.0,2.0,2642.0,1559.0,0.0,0.0,11.0,6.0,0.716,0.457,0.5,0.5,14153
1140,2017-18,21700158,11/7/2017,OKC,SAC,1,0,1,0,0,0,0.0,2.0,3400.0,1737.0,1.0,1.0,6.0,8.0,0.459,1.285,0.111111111111,0.444444444444,19014
1141,2017-18,21700156,11/7/2017,PHI,UTA,1,0,1,0,0,0,0.0,0.0,2505.0,7468.0,0.0,3.0,8.0,8.0,0.455,0.618,0.5,0.555555555556,19726
1142,2017-18,21700159,11/8/2017,IND,DET,1,0,2,0,0,0,1.0,1.0,4938.0,2642.0,3.0,0.0,9.0,11.0,0.518,0.716,0.7,0.454545454545,13450
1143,2017-18,21700161,11/8/2017,LAL,BOS,1,1,2,0,0,0,1.0,0.0,6448.0,17054.0,17.0,16.0,12.0,12.0,1.863,4.81,0.818181818182,0.5,39812
1144,2017-18,21700163,11/8/2017,MIN,GSW,1,0,2,0,0,0,3.0,2.0,6750.0,4667.0,4.0,0.0,5.0,4.0,1.688,0.458,0.727272727273,0.7,36394
1145,2017-18,21700160,11/8/2017,NYK,ORL,1,0,2,0,0,0,0.0,0.0,3592.0,19995.0,0.0,2.0,9.0,5.0,1.337,1.393,0.6,0.6,19863
1146,2017-18,21700166,11/9/2017,CLE,HOU,1,0,3,0,0,0,1.0,2.0,6579.0,4053.0,2.0,1.0,9.0,7.0,0.985,1.138,0.727272727273,0.454545454545,52972
1147,2017-18,21700164,11/9/2017,LAL,WAS,1,0,3,0,0,0,2.0,0.0,5982.0,17054.0,1.0,16.0,6.0,12.0,0.493,4.81,0.5,0.454545454545,30273
1148,2017-18,21700165,11/9/2017,NOP,TOR,1,0,3,0,0,0,2.0,2.0,7566.0,1559.0,0.0,0.0,7.0,6.0,1.095,0.457,0.6,0.545454545455,19583
1149,2017-18,21700168,11/9/2017,OKC,DEN,1,0,3,0,0,0,0.0,2.0,3921.0,1737.0,0.0,1.0,10.0,8.0,0.476,1.285,0.545454545455,0.4,23850
1150,2017-18,21700169,11/10/2017,ATL,DET,1,0,4,0,0,0,1.0,0.0,4938.0,6032.0,3.0,1.0,9.0,9.0,0.518,0.53,0.727272727273,0.181818181818,20074
1151,2017-18,21700176,11/10/2017,BKN,POR,1,0,4,0,0,0,1.0,0.0,3010.0,19995.0,1.0,0.0,9.0,9.0,0.576,0.648,0.545454545455,0.363636363636,11633
1152,2017-18,21700170,11/10/2017,CHA,BOS,1,0,4,0,0,0,1.0,1.0,6448.0,3462.0,17.0,0.0,12.0,5.0,1.863,0.516,0.833333333333,0.454545454545,37337
1153,2017-18,21700171,11/10/2017,IND,CHI,1,0,4,0,0,0,0.0,1.0,9474.0,2642.0,6.0,0.0,10.0,11.0,2.505,0.716,0.222222222222,0.416666666667,8998
1154,2017-18,21700172,11/10/2017,LAC,OKC,1,0,4,0,0,0,2.0,0.0,1737.0,17054.0,1.0,0.0,8.0,6.0,1.285,0.93,0.363636363636,0.5,32795
1155,2017-18,21700175,11/10/2017,MIA,UTA,1,0,4,0,0,0,0.0,1.0,2505.0,3842.0,0.0,3.0,8.0,12.0,0.455,3.335,0.454545454545,0.454545454545,7351
1156,2017-18,21700173,11/10/2017,MIL,SAS,1,0,4,0,0,0,1.0,1.0,2193.0,2255.0,5.0,1.0,16.0,7.0,1.278,0.462,0.636363636364,0.4,24617
1157,2017-18,21700177,11/11/2017,ATL,WAS,1,0,5,0,0,0,2.0,0.0,5982.0,6032.0,1.0,1.0,6.0,9.0,0.493,0.53,0.545454545455,0.166666666667,13924
1158,2017-18,21700187,11/11/2017,BKN,UTA,1,0,5,0,0,0,0.0,0.0,2505.0,19995.0,0.0,0.0,8.0,9.0,0.455,0.648,0.416666666667,0.416666666667,9169
1159,2017-18,21700183,11/11/2017,CHI,SAS,1,0,5,0,0,0,1.0,0.0,2193.0,9474.0,5.0,6.0,16.0,10.0,1.278,2.505,0.583333333333,0.2,7517
1160,2017-18,21700181,11/11/2017,CLE,DAL,1,0,5,0,0,0,0.0,2.0,7090.0,4053.0,1.0,1.0,15.0,7.0,0.879,1.138,0.166666666667,0.416666666667,31022
1161,2017-18,21700178,11/11/2017,LAC,NOP,1,0,5,0,0,0,2.0,0.0,1559.0,17054.0,0.0,0.0,6.0,6.0,0.457,0.93,0.5,0.454545454545,24445
1162,2017-18,21700182,11/11/2017,LAL,MIL,1,0,5,0,0,0,1.0,0.0,2255.0,17054.0,1.0,16.0,7.0,12.0,0.462,4.81,0.454545454545,0.416666666667,25637
1163,2017-18,21700180,11/11/2017,MEM,HOU,1,0,5,0,0,0,1.0,0.0,6579.0,1604.0,2.0,0.0,9.0,9.0,0.985,0.549,0.75,0.636363636364,16051
1164,2017-18,21700186,11/11/2017,MIN,PHX,1,0,5,0,0,0,0.0,2.0,4545.0,4667.0,0.0,0.0,7.0,4.0,0.513,0.458,0.307692307692,0.636363636364,13776
1165,2017-18,21700185,11/11/2017,ORL,DEN,1,0,5,0,0,0,0.0,0.0,3921.0,3592.0,0.0,0.0,10.0,9.0,0.476,1.337,0.583333333333,0.666666666667,5904
1166,2017-18,21700184,11/11/2017,PHI,GSW,1,0,5,0,0,0,4.0,1.0,6750.0,7468.0,4.0,3.0,5.0,8.0,1.688,0.618,0.75,0.545454545455,41061
1167,2017-18,21700179,11/11/2017,SAC,NYK,1,0,5,0,0,0,1.0,0.0,19995.0,3400.0,2.0,1.0,5.0,6.0,1.393,0.459,0.545454545455,0.272727272727,14133
1168,2017-18,21700191,11/12/2017,DAL,OKC,1,0,6,1,0,0,2.0,0.0,1737.0,7090.0,1.0,1.0,8.0,15.0,1.285,0.879,0.416666666667,0.153846153846,23013
1169,2017-18,21700190,11/12/2017,HOU,IND,1,0,6,1,0,0,1.0,1.0,2642.0,6579.0,0.0,2.0,11.0,9.0,0.716,0.985,0.461538461538,0.769230769231,19643
1170,2017-18,21700188,11/12/2017,TOR,BOS,1,0,6,1,0,0,1.0,2.0,6448.0,7566.0,17.0,0.0,12.0,7.0,1.863,1.095,0.846153846154,0.636363636364,41253
1171,2017-18,21700195,11/13/2017,ATL,NOP,1,0,0,0,0,0,2.0,0.0,1559.0,6032.0,0.0,1.0,6.0,9.0,0.457,0.53,0.538461538462,0.153846153846,13281
1172,2017-18,21700193,11/13/2017,CLE,NYK,1,0,0,0,0,0,1.0,2.0,19995.0,4053.0,2.0,1.0,5.0,7.0,1.393,1.138,0.583333333333,0.461538461538,50834
1173,2017-18,21700198,11/13/2017,DEN,POR,1,0,0,0,0,0,1.0,0.0,3010.0,3921.0,1.0,0.0,9.0,10.0,0.576,0.476,0.5,0.615384615385,8357
1174,2017-18,21700194,11/13/2017,MEM,MIL,1,0,0,0,0,0,1.0,0.0,2255.0,1604.0,1.0,0.0,7.0,9.0,0.462,0.549,0.5,0.583333333333,18201
1175,2017-18,21700192,11/13/2017,SAC,WAS,1,0,0,0,0,0,2.0,0.0,5982.0,3400.0,1.0,1.0,6.0,6.0,0.493,0.459,0.583333333333,0.25,15234
1176,2017-18,21700203,11/14/2017,SAS,DAL,1,0,1,0,0,0,0.0,1.0,7090.0,2193.0,1.0,5.0,15.0,16.0,0.879,1.278,0.142857142857,0.615384615385,16121
1177,2017-18,21700202,11/14/2017,TOR,HOU,1,0,1,0,0,0,1.0,2.0,6579.0,7566.0,2.0,0.0,9.0,7.0,0.985,1.095,0.785714285714,0.583333333333,24940
1178,2017-18,21700212,11/15/2017,CHI,OKC,1,0,2,0,0,0,2.0,0.0,1737.0,9474.0,1.0,6.0,8.0,10.0,1.285,2.505,0.461538461538,0.181818181818,11621
1179,2017-18,21700207,11/15/2017,CLE,CHA,1,0,2,0,0,0,1.0,2.0,3462.0,4053.0,0.0,1.0,5.0,7.0,0.516,1.138,0.416666666667,0.5,29744
1180,2017-18,21700213,11/15/2017,ORL,POR,1,0,2,0,0,0,1.0,0.0,3010.0,3592.0,1.0,0.0,9.0,9.0,0.576,1.337,0.538461538462,0.571428571429,9719
1181,2017-18,21700214,11/15/2017,PHI,LAL,1,0,2,0,0,0,0.0,1.0,17054.0,7468.0,16.0,3.0,12.0,8.0,4.81,0.618,0.428571428571,0.538461538462,39009
1182,2017-18,21700204,11/15/2017,SAC,ATL,1,0,2,0,0,0,0.0,0.0,6032.0,3400.0,1.0,1.0,9.0,6.0,0.53,0.459,0.142857142857,0.230769230769,7723
1183,2017-18,21700210,11/15/2017,SAS,MIN,1,0,2,0,0,0,2.0,1.0,4667.0,2193.0,0.0,5.0,4.0,16.0,0.458,1.278,0.615384615385,0.642857142857,12543
1184,2017-18,21700206,11/15/2017,UTA,NYK,1,0,2,0,0,0,1.0,0.0,19995.0,2505.0,2.0,0.0,5.0,8.0,1.393,0.455,0.538461538462,0.428571428571,20514
1185,2017-18,21700205,11/15/2017,WAS,MIA,1,0,2,0,0,0,1.0,2.0,3842.0,5982.0,3.0,1.0,12.0,6.0,3.335,0.493,0.461538461538,0.615384615385,12376
1186,2017-18,21700215,11/16/2017,GSW,BOS,1,0,3,0,0,0,2.0,4.0,6448.0,6750.0,17.0,4.0,12.0,5.0,1.863,1.688,0.866666666667,0.785714285714,76848
1187,2017-18,21700216,11/16/2017,HOU,PHX,1,0,3,0,0,0,0.0,1.0,4545.0,6579.0,0.0,2.0,7.0,9.0,0.513,0.985,0.333333333333,0.733333333333,22041
1188,2017-18,21700217,11/17/2017,DET,IND,1,0,4,0,0,0,1.0,1.0,2642.0,4938.0,0.0,3.0,11.0,9.0,0.716,0.518,0.466666666667,0.714285714286,15546
1189,2017-18,21700218,11/17/2017,MIA,WAS,1,0,4,0,0,0,2.0,1.0,5982.0,3842.0,1.0,3.0,6.0,12.0,0.493,3.335,0.642857142857,0.428571428571,16478
1190,2017-18,21700224,11/17/2017,MIN,DAL,1,0,4,0,0,0,0.0,2.0,7090.0,4667.0,1.0,0.0,15.0,4.0,0.879,0.458,0.133333333333,0.642857142857,10003
1191,2017-18,21700226,11/17/2017,NOP,DEN,1,0,4,0,0,0,0.0,2.0,3921.0,1559.0,0.0,0.0,10.0,6.0,0.476,0.457,0.571428571429,0.533333333333,11777
1192,2017-18,21700221,11/17/2017,NYK,TOR,1,0,4,0,0,0,2.0,1.0,7566.0,19995.0,0.0,2.0,7.0,5.0,1.095,1.393,0.642857142857,0.571428571429,11916
1193,2017-18,21700227,11/17/2017,PHX,LAL,1,0,4,0,0,0,0.0,0.0,17054.0,4545.0,16.0,0.0,12.0,7.0,4.81,0.513,0.4,0.3125,20594
1194,2017-18,21700225,11/17/2017,POR,SAC,1,0,4,0,0,0,0.0,1.0,3400.0,3010.0,1.0,1.0,6.0,9.0,0.459,0.576,0.214285714286,0.571428571429,9234
1195,2017-18,21700219,11/17/2017,UTA,BKN,1,0,4,0,0,0,0.0,0.0,19995.0,2505.0,0.0,0.0,9.0,8.0,0.648,0.455,0.357142857143,0.4,6653
1196,2017-18,21700231,11/18/2017,GSW,PHI,1,0,5,0,0,0,1.0,4.0,7468.0,6750.0,3.0,4.0,8.0,5.0,0.618,1.688,0.571428571429,0.733333333333,54197
1197,2017-18,21700232,11/18/2017,HOU,MEM,1,0,5,0,0,0,0.0,1.0,1604.0,6579.0,0.0,2.0,9.0,9.0,0.549,0.985,0.5,0.75,17269
1198,2017-18,21700228,11/18/2017,LAC,CHA,1,0,5,0,0,0,1.0,0.0,3462.0,17054.0,0.0,0.0,5.0,6.0,0.516,0.93,0.357142857143,0.357142857143,15805
1199,2017-18,21700234,11/18/2017,SAC,POR,1,0,5,0,0,0,1.0,0.0,3010.0,3400.0,1.0,1.0,9.0,6.0,0.576,0.459,0.533333333333,0.266666666667,8363
1200,2017-18,21700229,11/18/2017,UTA,ORL,1,0,5,0,0,0,0.0,0.0,3592.0,2505.0,0.0,0.0,9.0,8.0,1.337,0.455,0.533333333333,0.375,9595
1201,2017-18,21700239,11/19/2017,CHI,PHX,1,0,6,0,0,0,0.0,0.0,4545.0,9474.0,0.0,6.0,7.0,10.0,0.513,2.505,0.352941176471,0.230769230769,10380
1202,2017-18,21700240,11/19/2017,DEN,LAL,1,0,6,0,0,0,0.0,0.0,17054.0,3921.0,16.0,0.0,12.0,10.0,4.81,0.476,0.375,0.6,21419
1203,2017-18,21700238,11/19/2017,DET,MIN,1,0,6,0,0,0,2.0,1.0,4667.0,4938.0,0.0,3.0,4.0,9.0,0.458,0.518,0.666666666667,0.666666666667,20919
1204,2017-18,21700236,11/19/2017,GSW,BKN,1,0,6,0,0,0,0.0,3.0,19995.0,6750.0,0.0,4.0,9.0,5.0,0.648,1.688,0.4,0.75,32308
1205,2017-18,21700235,11/19/2017,IND,MIA,1,0,6,0,0,0,1.0,1.0,3842.0,2642.0,3.0,0.0,12.0,11.0,3.335,0.716,0.466666666667,0.5,12464
1206,2017-18,21700237,11/19/2017,WAS,TOR,1,0,6,0,0,0,2.0,2.0,7566.0,5982.0,0.0,1.0,7.0,6.0,1.095,0.493,0.666666666667,0.6,22746
1207,2017-18,21700250,11/20/2017,ATL,SAS,1,0,0,0,0,0,1.0,0.0,2193.0,6032.0,5.0,1.0,16.0,9.0,1.278,0.53,0.625,0.1875,6697
1208,2017-18,21700249,11/20/2017,BOS,DAL,1,0,0,0,0,0,0.0,2.0,7090.0,6448.0,1.0,17.0,15.0,12.0,0.879,1.863,0.176470588235,0.882352941176,31913
1209,2017-18,21700242,11/20/2017,CLE,DET,1,0,0,0,0,0,1.0,2.0,4938.0,4053.0,3.0,1.0,9.0,7.0,0.518,1.138,0.6875,0.5625,27857
1210,2017-18,21700251,11/20/2017,DEN,SAC,1,0,0,0,0,0,0.0,0.0,3400.0,3921.0,1.0,0.0,6.0,10.0,0.459,0.476,0.25,0.5625,6307
1211,2017-18,21700243,11/20/2017,IND,ORL,1,0,0,0,0,0,0.0,1.0,3592.0,2642.0,0.0,0.0,9.0,11.0,1.337,0.716,0.5,0.529411764706,6683
1212,2017-18,21700245,11/20/2017,LAC,NYK,1,0,0,0,0,0,1.0,0.0,19995.0,17054.0,2.0,0.0,5.0,6.0,1.393,0.93,0.533333333333,0.333333333333,14341
1213,2017-18,21700241,11/20/2017,MIN,CHA,1,0,0,0,0,0,1.0,2.0,3462.0,4667.0,0.0,0.0,5.0,4.0,0.516,0.458,0.4,0.625,13326
1214,2017-18,21700248,11/20/2017,OKC,NOP,1,0,0,0,0,0,2.0,2.0,1559.0,1737.0,0.0,1.0,6.0,8.0,0.457,1.285,0.5,0.466666666667,25494
1215,2017-18,21700246,11/20/2017,POR,MEM,1,0,0,0,0,0,0.0,1.0,1604.0,3010.0,0.0,1.0,9.0,9.0,0.549,0.576,0.466666666667,0.5625,5531
1216,2017-18,21700244,11/20/2017,UTA,PHI,1,0,0,0,0,0,1.0,0.0,7468.0,2505.0,3.0,0.0,8.0,8.0,0.618,0.455,0.533333333333,0.411764705882,17194
1217,2017-18,21700247,11/20/2017,WAS,MIL,1,0,0,0,0,0,1.0,2.0,2255.0,5982.0,1.0,1.0,7.0,6.0,0.462,0.493,0.533333333333,0.5625,10649
